ID,protocol,success,ecdh_match,kyber_match,keygen_time,encap_time,decap_time,kdf_time,total_time,key_size,error
81,HYBRID,True,True,True,0.0003746999427676201,0.00021029985509812832,0.00021569989621639252,5.319993942975998e-05,0.0008592999074608088,32,
82,HYBRID,True,True,True,0.00037910020910203457,0.00021190010011196136,0.0002158998977392912,5.359994247555733e-05,0.0008658000733703375,32,
83,HYBRID,True,True,True,0.0005107999313622713,0.0003331000916659832,0.00035280012525618076,0.0001050001010298729,0.001309799961745739,32,
84,HYBRID,True,True,True,0.00039130006916821003,0.0002405999694019556,0.00022070016711950302,5.349982529878616e-05,0.0009114998392760754,32,
85,HYBRID,True,True,True,0.0005125000607222319,0.00041300011798739433,0.00035460013896226883,5.570007488131523e-05,0.0013439999893307686,32,
86,HYBRID,True,True,True,0.0003674000035971403,0.000206399941816926,0.00021430011838674545,4.9900030717253685e-05,0.00084279989823699,32,
87,HYBRID,True,True,True,0.00035170000046491623,0.0002033999189734459,0.00023930007591843605,4.979991354048252e-05,0.00084910006262362,32,
88,HYBRID,True,True,True,0.00036780000664293766,0.00045710010454058647,0.0002717999741435051,5.640019662678242e-05,0.0011587000917643309,32,
89,HYBRID,True,True,True,0.0003645999822765589,0.00020689982920885086,0.00021440000273287296,5.030003376305103e-05,0.0008411000017076731,32,
90,HYBRID,True,True,True,0.000341600039973855,0.00020139990374445915,0.00020990008488297462,4.5999884605407715e-05,0.000803300179541111,32,
91,HYBRID,True,True,True,0.00036479998379945755,0.00020830007269978523,0.0002125999890267849,5.030003376305103e-05,0.0008410001173615456,32,
92,HYBRID,True,True,True,0.0003580001648515463,0.00020369980484247208,0.00021290010772645473,4.860013723373413e-05,0.0008276000153273344,32,
93,HYBRID,True,True,True,0.0004572998732328415,0.00022840010933578014,0.0002172000240534544,5.45999500900507e-05,0.0009628999978303909,32,
94,HYBRID,True,True,True,0.0004018999170511961,0.00022829999215900898,0.00021820003166794777,5.330005660653114e-05,0.0009071000386029482,32,
95,HYBRID,True,True,True,0.0004865000955760479,0.0002313000150024891,0.0002965000458061695,5.359994247555733e-05,0.0010743001475930214,32,
96,HYBRID,True,True,True,0.0003771998453885317,0.00021359999664127827,0.00021350011229515076,4.870002157986164e-05,0.0008580000139772892,32,
97,HYBRID,True,True,True,0.00036630011163651943,0.00020610005594789982,0.00021290010772645473,4.96001448482275e-05,0.0008398001082241535,32,
98,HYBRID,True,True,True,0.00040360004641115665,0.00021790014579892159,0.00021569989621639252,5.139992572367191e-05,0.000893699936568737,32,
99,HYBRID,True,True,True,0.0003529000096023083,0.00020180013962090015,0.00020899996161460876,4.959991201758385e-05,0.0008181999437510967,32,
100,HYBRID,True,True,True,0.00039929989725351334,0.0002125999890267849,0.00021510012447834015,5.150004290044308e-05,0.000883700093254447,32,
